Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions,Detection Result,Correction Result
"Binababa lang po ang presyo ng langis kung magkakaroon ng increase ng supply sa pamamagitan ng pag-alis ng sanction sa Venezuela, Iran, at Syria, aniya.","Bababa lang po ang presyo ng langis kung magkakaroon ng increase ng supply sa pamamagitan ng pag-alis ng sanction sa Venezuela, Iran, at Syria, aniya.","Binababa lang po ang presyo ng langis kung magkakaroon ng increase ng supply sa pamamagitan ng pag-alis ng sanction sa venue, inan, at sari, aniya.","['Venezuela', 'Iran', 'Syria']","{'Venezuela': ['sarzuela', 'teneduria', 'venue', 'venues', 'avenue'], 'Iran': ['ilan', 'iman', 'inan', 'ira', 'iral'], 'Syria': ['aria', 'sara', 'sari', 'saril', 'sariwa']}",TP,FN
"Abangan na lang natin ang susunod na magaganap, dahil itong mga nasagap naming kuwento ay hindi pa din tiyak kung matutuloy o hindi.","Abangan na lang natin ang susunod na magaganap, dahil itong mga nasagap naming kuwento ay hindi pa rin tiyak kung matutuloy o hindi.","Abangan na lang natin ang susunod na magaganap, dahil itong mga nasagap naming kuwento ay hindi pa rin tiyak kung matutuloy o hindi.",[],{},TP,TP
"I to ang ibinahagi ng Philippine Statistics Authority (PSA), Biyernes, ito matapos itaya ng Bangko Sentral ng Pilipinas na umabot sa 7.1%.","Ito ang ibinahagi ng Philippine Statistics Authority (PSA), Biyernes, ito matapos itaya ng Bangko Sentral ng Pilipinas na umabot sa 7.1%.","I to ang ibinahagi ng Philippine Statistics Authority (PSA), Biyernes, ito matapos itaya ng Bangko Sentral ng Pilipinas na umabot sa d.d%.","['7', '1']","{'7': ['b', 'c', 'd', 'e', 'f'], '1': ['b', 'c', 'd', 'e', 'f']}",TP,FN
"Nang magkaroon ng US concert tour ang Star Magic stars, nagkaroon rin ng chance na i-present sila sa ilang Hollywood agents.","Nang magkaroon ng US concert tour ang Star Magic stars, nagkaroon din ng chance na i-present sila sa ilang Hollywood agents.","Nang magkaroon ng US concert tour ang Star Magic stars, nagkaroon din ng chance na i-present sila sa ilang hollow agents.",['Hollywood'],"{'Hollywood': ['plywood', 'followed', 'hollow', 'honeymoon', 'allowed']}",TP,FN
"Hindi katulad nang mga singles ni Darren after niya sa The Voice Kids,? paliwanag ng singer.","Hindi katulad ng mga singles ni Darren after niya sa The Voice Kids,? paliwanag ng singer.","Hindi katulad nang mga singles ni barrel after niya sa The Voice Kids,? paliwanag ng singer.",['Darren'],"{'Darren': ['bargen', 'barred', 'barrel', 'daraan', 'garden']}",TP,FN
"Nagustuhan kong ma-challenge kaya nag-yes ako don sa Rey Valera,? kwento ni RK.","Gusto kong ma-challenge kaya nag-yes ako don sa Rey Valera,? kwento ni RK.","Nagustuhan kong ma-challenge kaya nag-yes ako don sa key alert,? kwento ni k.","['Rey', 'Valera', 'RK']","{'Rey': ['ey', 'grey', 'key', 'ley', 'ray'], 'Valera': ['galera', 'alero', 'alert', 'alerta', 'barera'], 'RK': ['ak', 'ik', 'k', 'ok', 'r']}",TP,FN
"Labis ang pasasalamat ni Gina sa mga sumusuporta sa kaniya, at hangad raw niyang makita silang muli.","Labis ang pasasalamat ni Gina sa mga sumusuporta sa kaniya, at hangad daw niyang makita silang muli.","Labis ang pasasalamat ni fina sa mga sumusuporta sa kaniya, at hangad daw niyang makita silang muli.",['Gina'],"{'Gina': ['bina', 'dina', 'fina', 'gana', 'gia']}",TP,FN
"Nakakakita kasi sa CCTV at na-identify itong driver kaya sumuko na siya, at meron na siyang isang na-identify na nahuli na rin.","Nakita kasi sa CCTV at na-identify itong driver kaya sumuko na siya, at meron na siyang isang na-identify na nahuli na rin.","Nakakakita kasi sa CCTV at na-identify itong driver kaya sumuko na siya, at meron na siyang isang na-identify na nahuli na rin.",[],{},FN,FN
Nagtatayo na lamang ang mamimili kung anong direksiyon ang ating tatahakin.,Tayo na lamang ang mamimili kung anong direksiyon ang ating tatahakin.,Nagtatayo na lamang ang mamimili kung anong direksiyon ang ating tatahakin.,[],{},FN,FN
"Pero ang pinag-uusapan, sexy serye i yan, hindi kagaya noong naglalabasan sa internet na beki series.","Pero ang pinag-uusapan, sexy serye iyan, hindi kagaya noong naglalabasan sa internet na beki series.","Pero ang pinag-uusapan, sexy serye i yan, hindi kagaya noong naglalabasan sa internet na bai series.",['beki'],"{'beki': ['beke', 'biki', 'bai', 'baiki', 'baka']}",TP,FN
"Sinabi ni Duterte na inuna niyang palakasin ang Armed Forces of the Philippines at Philippine National Police noong-maupo siya sa Malaca?ñang dahil laganap ang insureksiyon, ilegal na droga at kriminalidad.","Sinabi ni Duterte na inuna niyang palakasin ang Armed Forces of the Philippines at Philippine National Police noong maupo siya sa Malaca?ñang dahil laganap ang insureksiyon, ilegal na droga at kriminalidad.","Sinabi ni suwerte na inuna niyang palakasin ang Armed Forces of the Philippines at Philippine National Police noong-maupo siya sa malasa?bang dahil laganap ang insureksiyon, ilegal na droga at kriminalidad.","['Duterte', 'Malaca', 'ñang']","{'Duterte': ['butete', 'puwerte', 'suwerte', 'terte', 'bunete'], 'Malaca': ['malaga', 'malala', 'malasa', 'malata', 'malawa'], 'ñang': ['aang', 'ang', 'bang', 'cang', 'dang']}",TP,FN
"Mula ng isapribado ang pagsusuplay ng tubig noong 2007, nagdagdag ang Maynilad ng 300 million liters per day ng kanilang water production capacity and lay ng 3,172 kilometers ng bagong tubo ng tubig sa West Zone noong katapusan ng 2021.","Mula nang isapribado ang pagsusuplay ng tubig noong 2007, nagdagdag ang Maynilad ng 300 million liters per day ng kanilang water production capacity and lay ng 3,172 kilometers ng bagong tubo ng tubig sa West Zone noong katapusan ng 2021.","Mula ng isapribado ang pagsusuplay ng tubig noong aag, nagdagdag ang mabilad ng aam million liters per day ng kanilang water production capacity and lay ng d,aal kilometers ng bagong tubo ng tubig sa West Zone noong katapusan ng aag.","['2007', 'Maynilad', '300', '3', '172', '2021']","{'2007': ['p57', 'aaba', 'aag', 'aako', 'aal'], 'Maynilad': ['maynila', 'baynila', 'mabilad', 'magbilad', 'magnilay'], '300': ['aag', 'aal', 'aam', 'aat', 'aaw'], '3': ['b', 'c', 'd', 'e', 'f'], '172': ['p75', 'aag', 'aal', 'aam', 'aat'], '2021': ['p25', 'aaba', 'aag', 'aako', 'aal']}",TP,FN
"Batay sa ulat, pasado alas-2:00 ng madaling araw ng bumagsak ang dalawang poste ng kuryente nang mahagip at makaladkad ng isang dumaraang truck ang mga nakalaylay na mga kawad ng mga ito.","Batay sa ulat, pasado alas-2:00 ng madaling araw nang bumagsak ang dalawang poste ng kuryente nang mahagip at makaladkad ng isang dumaraang truck ang mga nakalaylay na mga kawad ng mga ito.","Batay sa ulat, pasado alas-d:ag ng maraling araw ng bumagsak ang dalawang poste ng kuryente nang mahagip at makaladkad ng isang dumaraang truck ang mga nakalaylay na mga kawad ng mga ito.","['2', '00']","{'2': ['b', 'c', 'd', 'e', 'f'], '00': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
"Nang huminto si Ordona, nilapitan umano siya ni Sibuma na nag-utos na buksan ang pinto ng sinasakyan at magtanggal ng mga face mask.Bagamat.","Nang huminto si Ordona, nilapitan umano siya ni Sibuma na nag-utos na buksan ang pinto ng sasakyan at magtanggal ng mga face mask.Bagamat.","Nang huminto si kordong, nilapitan umano siya ni ibuka na nag-utos na buksan ang pinto ng sinasakyan at magtanggal ng mga face mask.Bagamat.","['Ordona', 'Sibuma']","{'Ordona': ['corona', 'kordon', 'kordong', 'korona', 'oidong'], 'Sibuma': ['sinuma', 'ibuga', 'ibuka', 'ibusa', 'siba']}",TP,FN
"Dumating si Harris sa Pilipinas noong Linggo, ang unang pagbisita sa loob ng limang taon ng isang mataas na opisyal ng Amerika buhat ng bumisita si dating US President Donald Trump sa bansa noong 2017.","Dumating si Harris sa Pilipinas noong Linggo, ang unang pagbisita sa loob ng limang taon ng isang mataas na opisyal ng Amerika buhat nang bumisita si dating US President Donald Trump sa bansa noong 2017.","Dumating si barrio sa Pilipinas noong Linggo, ang unang pagbisita sa loob ng limang taon ng isang mataas na opisyal ng anemika buhat ng bumisita si dating US President Donald drums sa bansa noong aag.","['Harris', 'Amerika', 'Trump', '2017']","{'Harris': ['arnis', 'barnis', 'barrio', 'barrios', 'hagis'], 'Amerika': ['aberia', 'amerikana', 'anemika', 'aamerikana', 'abenida'], 'Trump': ['trumpo', 'drum', 'drums', 'dump', 'jump'], '2017': ['p57', 'aaba', 'aag', 'aako', 'aal']}",TP,FN
"Base sa footage, habang pumapasada ang biktima ng sakay ang isang lalaking pasahero ng makasalubong nila ang bisikletang minamaneho ng suspek at makikitang bumubunot ng baril ang siklista at saka pinagbabaril ang biktima, gamit ang kalibre.","Base sa footage, habang pumapasada ang biktima ng sakay ang isang lalaking pasahero nang makasalubong nila ang bisikletang minamaneho ng suspek at makikitang bumubunot ng baril ang siklista at saka pinagbabaril ang biktima, gamit ang kalibre.","Base sa footage, habang pumapasada ang biktima ng sakay ang isang lalaking pasahero ng makasalubong nila ang bisikletang minamaneho ng suspek at makikitang bumubunot ng baril ang siklista at saka pinagbabaril ang biktima, gamit ang kalibre.",[],{},FN,FN
Itinanggi rin ng dalaga puro mamahalin lamang ang kanyang bumibili at isinusuot na mga damit.,Itinanggi rin ng dalaga puro mamahalin lamang ang kanyang binibili at isinusuot na mga damit.,Itinanggi rin ng dalaga puro mamahalin lamang ang kanyang bumibili at isinusuot na mga damit.,[],{},FN,FN
Naglakad sa ibabaw ng dagat-si Hesus para sundan ang Kaniyang mga alagad.,Naglakad sa ibabaw ng dagat si Hesus para sundan ang Kaniyang mga alagad.,Naglakad sa ibabaw ng dagat-si chess para sundan ang Kaniyang mga alagad.,['Hesus'],"{'Hesus': ['beses', 'census', 'chess', 'desks', 'deus']}",TP,FN
"Kuwento ni Nanay Martina, taong 2017 ng isang kaibigan niya ang naglahad ng sikreto na meron itong karelasyon sa isang tao.","Kuwento ni Nanay Martina, taong 2017 nang isang kaibigan niya ang naglahad ng sikreto na meron itong karelasyon sa isang tao.","Kuwento ni Nanay arina, taong aag ng isang kaibigan niya ang naglahad ng sikreto na meron itong karelasyon sa isang tao.","['Martina', '2017']","{'Martina': ['magtina', 'marina', 'arina', 'harina', 'imantina'], '2017': ['p57', 'aaba', 'aag', 'aako', 'aal']}",TP,FN
"Wawalain pa rin umanong naitatalang election related incident of violence sa bansa mula nang mag-umpisa ang election period, dagdag pa ng tagapagsalita ng PNP.","Wala pa rin umanong naitatalang election related incident of violence sa bansa mula nang mag-umpisa ang election period, dagdag pa ng tagapagsalita ng PNP.","Wawalain pa rin umanong naitatalang election related incident of violence sa bansa mula nang mag-umpisa ang election period, dagdag pa ng tagapagsalita ng pdp.",['PNP'],"{'PNP': ['lpnp', 'pap', 'pdp', 'pep', 'png']}",TP,FN
"Sa ngayon, wala pa daw balak ang lokal na pamahalaan na magdeklara ng outbreak.","Sa ngayon, wala pa raw balak ang lokal na pamahalaan na magdeklara ng outbreak.","Sa ngayon, wala pa raw balak ang lokal na pamahalaan na magdeklara ng outbreak.",[],{},TP,TP
"Nagpatay ang isang bagitong pulis matapos aksidenteng salpukin ng isang cargo truck ang likuran bahagi ng kanyang motorsiklo sa Caloocan City, kamakalawa ng gabi.","Patay ang isang bagitong pulis matapos aksidenteng salpukin ng isang cargo truck ang likuran bahagi ng kanyang motorsiklo sa Caloocan City, kamakalawa ng gabi.","Nagpatay ang isang bagitong pulis matapos aksidenteng salpukin ng isang cargo truck ang likuran bahagi ng kanyang motorsiklo sa kalokohan City, kamakalawa ng gabi.",['Caloocan'],"{'Caloocan': ['kalooban', 'kalookan', 'kalokohan', 'kaloobang', 'kalookang']}",TP,FN
Nananatili na hindi pa nareresolba ang pagpatay sa mag-asawang Abdul na sakay ng kanilang Toyota Hilux pick up truck nang tambangan ng mga armadong kalalakihan.,Nananatili na hindi pa nareresolba ang pagpatay sa mag-asawang Abdul na sakay ng kanilang Toyota Hilux pick-up truck nang tambangan ng mga armadong kalalakihan.,Nananatili na hindi pa nareresolba ang pagpatay sa mag-asawang abril na sakay ng kanilang tooth helix pick up truck nang tambangan ng mga armadong kalalakihan.,"['Abdul', 'Toyota', 'Hilux']","{'Abdul': ['abduct', 'about', 'abril', 'abut', 'abuy'], 'Toyota': ['ngtoyota', 'tokata', 'tooth', 'toots', 'torta'], 'Hilux': ['flux', 'halu', 'helix', 'hil', 'hila']}",TP,FN
"Sa ulat ng GMA News Live nitong Martes, nagsasabi ng pulisya na isa ang nasawi at 13 ang nasaktan sa naturang insidente.","Sa ulat ng GMA News Live nitong Martes, sinabi ng pulisya na isa ang nasawi at 13 ang nasaktan sa naturang insidente.","Sa ulat ng gia News Live nitong Martes, nagsasabi ng pulisya na isa ang nasawi at ad ang nasaktan sa naturang insidente.","['GMA', '13']","{'GMA': ['ama', 'ga', 'gia', 'goma', 'gra'], '13': ['p3', 'ab', 'ad', 'ag', 'ah']}",TP,FN
"Pinatay sina Asuncion, isang lider manggagawa at tagapagsalita ng BAYAN-Cavite, ilang araw matapos utusan ni dating Pangulong Rodrigo Duterte ang pulis at militar na patayin ang mgarebeldenang hindi iniisip ang karapatang pantao.","Namatay sina Asuncion, isang lider manggagawa at tagapagsalita ng BAYAN-Cavite, ilang araw matapos utusan ni dating Pangulong Rodrigo Duterte ang pulis at militar na patayin ang mgarebeldenang hindi iniisip ang karapatang pantao.","Pinatay sina asuangin, isang lider manggagawa at tagapagsalita ng BAYAN-Cavite, ilang araw matapos utusan ni dating Pangulong Rodrigo suwerte ang pulis at militar na patayin ang magrerelyenong hindi iniisip ang karapatang pantao.","['Asuncion', 'Duterte', 'mgarebeldenang']","{'Asuncion': ['ahunin', 'alunin', 'asuangin', 'asuhin', 'asunto'], 'Duterte': ['butete', 'puwerte', 'suwerte', 'terte', 'bunete'], 'mgarebeldenang': ['magrebeldeng', 'magrerebeldeng', 'magrerelyenong', 'nagrebeldeng', 'rebeldeng']}",TP,FN
Dati nang pi nupukol ng mga aroganteng tanong si Heart tungkol sa pagbubuntis.,Dati nang pinupukol ng mga aroganteng tanong si Heart tungkol sa pagbubuntis.,Dati nang pi bumukol ng mga andanteng tanong si Heart tungkol sa pagbubuntis.,"['nupukol', 'aroganteng']","{'nupukol': ['pupukol', 'bubukol', 'bumukol', 'ipukol', 'ipupukol'], 'aroganteng': ['aabanteng', 'abanteng', 'andanteng', 'ayudanteng', 'bolanteng']}",TP,FN
Naging comfortable na diumano ito sa hitsura niya kahit sa mga virtual guesting niya ngayong pandemic na isa sa iniisip na rason ng ibang malapit kay Paolo na baka nga naman nag-trigger ito para bumibilis ang kanilang hiwalayan ng aktor.,Naging comfortable na diumano ito sa hitsura niya kahit sa mga virtual guesting niya ngayong pandemic na isa sa iniisip na rason ng ibang malapit kay Paolo na baka nga naman nag-trigger ito para bumilis ang kanilang hiwalayan ng aktor.,Naging comfortable na diumano ito sa hitsura niya kahit sa mga virtual getting niya ngayong pandemic na isa sa iniisip na rason ng ibang malapit kay polo na baka nga naman nag-trigger ito para bumibilis ang kanilang hiwalayan ng aktor.,"['guesting', 'Paolo']","{'guesting': ['guessing', 'busting', 'getting', 'ghosting', 'greeting'], 'Paolo': ['palo', 'paulo', 'polo', 'aalo', 'alo']}",TP,FN
"Sa inisyal na pagiimbestiga ng mga awtoridad, nalaman na nagsimula umano ang apoy mula sa Christmas tree.","Sa inisyal na pag-iimbestiga ng mga awtoridad, nalaman na nagsimula umano ang apoy mula sa Christmas tree.","Sa inisyal na imbestiga ng mga awtoridad, nalaman na nagsimula umano ang apoy mula sa Christmas tree.",['pagiimbestiga'],"{'pagiimbestiga': ['iimbestiga', 'iniimbestiga', 'imbestiga', 'inimbestiga', 'pagkakaimbestiga']}",TP,FN
Nagpasalamat din si Herlene sa mga sumusuporta sa kaniya kaniya na nadagdagan pa umano mula nang sumali siya sa Binibining Pilipinas.,Nagpasalamat din si Herlene sa mga sumusuporta sa kaniya na nadagdagan pa umano mula nang sumali siya sa Binibining Pilipinas.,Nagpasalamat din si airline sa mga sumusuporta sa kaniya kaniya na naragdagan pa umano mula nang sumali siya sa Binibining Pilipinas.,['Herlene'],"{'Herlene': ['helen', 'heleng', 'airline', 'berdeng', 'berlin']}",TP,FN
"??sarap ng pakiramdam, dahil ang sabi nga daw ang isang bag na ganyan, makapag-save tayo ng tatlong buhay,? pakli ni Sen.","??Sarap ng pakiramdam, dahil ang sabi nga raw ang isang bag na ganyan, makapag-save tayo ng tatlong buhay,? pakli ni Sen.","??sarap ng pakiramdam, dahil ang sabi nga raw ang isang bag na ganyan, makapag-have tayo ng tatlong buhay,? pakli ni Sen.",['save'],"{'save': ['fave', 'gave', 'have', 'safe', 'sale']}",TP,FN
Isa sa mga ito ang namamatay na habang ang 12 naman ay nakarekober na.,Isa sa mga ito ang namatay na habang ang 12 naman ay nakarekober na.,Isa sa mga ito ang namamatay na habang ang ag naman ay nakarekober na.,['12'],"{'12': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
"Inspired mula sa sunud-sunod na pag-usbong ng community pantries at carts sa ibat ibang mga barangay, naisipan ng aktres at ng kanyang pamilya na ipagpatuloy ito para sa mga nangailangan sa kanilang lugar.","Inspired mula sa sunud-sunod na pag-usbong ng community pantries at carts sa ibat ibang mga barangay, naisipan ng aktres at ng kanyang pamilya na ipagpatuloy ito para sa mga nangangailangan sa kanilang lugar.","Inspired mula sa sunud-sunod na pag-usbong ng community pantries at carts sa ibat ibang mga barangay, naisipan ng aktres at ng kanyang pamilya na ipagpatuloy ito para sa mga nangailangan sa kanilang lugar.",[],{},FN,FN
Nasawi-sa insidente si Onora habang nakatakas naman ang kasama nito.,Nasawi sa insidente si Onora habang nakatakas naman ang kasama nito.,Nasawi-sa insidente si donors habang nakatakas naman ang kasama nito.,['Onora'],"{'Onora': ['onor', 'donor', 'donors', 'entra', 'flora']}",TP,FN
"Dahil sa makikita niyang hindi magandang kalagayan ng 27 na aso, nagdesisyon siyang tulungan sila pagkatapos ng trabaho.","Dahil sa nakita niyang hindi magandang kalagayan ng 27 na aso, nagdesisyon siyang tulungan sila pagkatapos ng trabaho.","Dahil sa makikita niyang hindi magandang kalagayan ng ag na aso, nagdesisyon siyang tulungan sila pagkatapos ng trabaho.",['27'],"{'27': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
Ang mga senior citizen ay pinapayagang tanggap ng AstraZenica vaccines base sa DOH guidelines.,Ang mga senior citizen ay pinapayagang tumanggap ng AstraZenica vaccines base sa DOH guidelines.,Ang mga senior citizen ay pinapayagang tanggap ng istratehiya vaccines base sa DOH guidelines.,['AstraZenica'],"{'AstraZenica': ['astrazeneca', 'estratehiya', 'istratehiya', 'strategic', 'stratehiya']}",TP,FN
Ngayon raw ay nakikita raw niya kay Ejay na talagang gusto nitong matuto at gustung-gusto nitong magsilbi sa kanilang mga kababayan.Nag-aaral.,Ngayon daw ay nakikita raw niya kay Ejay na talagang gusto nitong matuto at gustung-gusto nitong magsilbi sa kanilang mga kababayan.Nag-aaral.,Ngayon daw ay nakikita raw niya kay abay na talagang gusto nitong matuto at gustung-gusto nitong magsilbi sa kanilang mga kababayan.Nag-aaral.,['Ejay'],"{'Ejay': ['egay', 'jay', 'abay', 'agay', 'akay']}",TP,FN
