tokens,Original Sentence,Gold Sentence,Correction,Correct or Incorrect
15897,"Nitong Nobyembre lang nang ibalita ng Philippine Statistics Authority na lumago ang ekonomiya nitong ikalawang kwarto ng 2022. Umakyat kasi sa 7.5% ang gross domestic product, bagay na nirebisa pataas buhat ng mas malakas at construction at real estate activities.","Nitong Nobyembre lang nang ibalita ng Philippine Statistics Authority na lumago ang ekonomiya nitong ikalawang kwarto ng 2022. Umakyat kasi sa 7.5% ang gross domestic product, bagay na nirebisa pataas buhat ng mas malakas at construction at real estate activities.",multiple_change_punc_period,Correct
7538,Dahil dito ay aasa ang St.,Dahil dito ay aasa ang St.,replace_dito,Correct
18896,Ipinatitiyak din sa LSB na masusunod ang social distancing.,Ipinatitiyak din sa LSB na masusunod ang social distancing.,change_punc_period,Correct
8122,Sa kanyang Instagram story kahapon ay nagpasalamat siya at tutulong daw siyang magdala ng pagbabago at maging boses para sa bawat babaeng dumaranas ng katulad niya sa Pilipinas.,Sa kanyang Instagram story kahapon ay nagpasalamat siya at tutulong daw siyang magdala ng pagbabago at maging boses para sa bawat babaeng dumaranas ng katulad niya sa Pilipinas.,transform_verb_contact,Correct
16324,"Eto, yung so far mga future na gagawin ko, dagdag niyang pahayag.","Eto, yung so far mga future na gagawin ko, dagdag niyang pahayag.",transform_case_lower,Correct
14771,"Matapos isumite ang kaniyang CONA, sinabi ni chef Boy na nais niyang mag-iwan ng legacy sa mga aspiring chef. Nais din daw niyang magbigay ng libreng edukasyon.","Matapos isumite ang kaniyang CONA, sinabi ni chef Boy na nais niyang mag-iwan ng legacy sa mga aspiring chef. Nais din daw niyang magbigay ng libreng edukasyon.",multiple_capital,Correct
10993,"Kaya naman saludo si Ms. Rei Anicoche-Tan, CEO and President ng Beautederm Corporation kay Jelai na may almost 18 million followers sa kanyang social media platforms. “Kabilang siya sa grupo ng empowered women na hindi porket broken ka, hindi ka na pwedeng tumayo ulit. Laban! So, isa si Jelai sa magandang ehemplo ng kababaihan,” sabi ni ni Ms. Rei.","Kaya naman saludo si Ms. Rei Anicoche-Tan, CEO and President ng Beautederm Corporation kay Jelai na may almost 18 million followers sa kanyang social media platforms. “Kabilang siya sa grupo ng empowered women na hindi porket broken ka, hindi ka na pwedeng tumayo ulit. Laban! So, isa si Jelai sa magandang ehemplo ng kababaihan,” sabi ni ni Ms. Rei.",multiple_add_punc_emark,Correct
21088,"Sa bilang ng mga naitalang mga reklamo noong 2019 na umabot lamang sa 9,250.","Sa bilang ng mga naitalang mga reklamo noong 2019 na umabot lamang sa 9,250.",replace_ng,Correct
21647,"Nauna rito, nakatanggap ng tip ang mga awtoridad hinggil sa umanoy ilegal na pagbebenta ng suspek ng mga armas, kayat kaagad na nagkasa ang CDIG-QCDFU ng operasyon laban sa kanya, katuwang ang tauhan ng 6th Mobile Force Company RMFB NCR.","Nauna rito, nakatanggap ng tip ang mga awtoridad hinggil sa umanoy ilegal na pagbebenta ng suspek ng mga armas, kayat kaagad na nagkasa ang CDIG-QCDFU ng operasyon laban sa kanya, katuwang ang tauhan ng 6th Mobile Force Company RMFB NCR.",change_punc_period,Correct
22037,Ibinahagi ito ni Casimero sa kanyang sariling social media account bilang kumpirmasyon ng kaniyang tunay na kalagayan.,Ibinahagi ito ni Casimero sa kanyang sariling social media account bilang kumpirmasyon ng kaniyang tunay na kalagayan.,replace_ng,Correct
22298,"Pero habang nasa loob ng sasakyan, nangyari na ang pananaksak bago pa sila makarating sa bangko.","Pero habang nasa loob ng sasakyan, nangyari na ang pananaksak bago pa sila makarating sa bangko.",transform_verb_compact,Correct
473,"Hay naku, tingnan natin, sure ako sa ending ako parin ang wagi, sa tigas ng ulo ko noh!","Hay naku, tingnan natin, sure ako sa ending ako parin ang wagi, sa tigas ng ulo ko noh!",add_punc_emark,Correct
18734,"Naku, Ateng Salve, huwag kang magduda na baka may lihim na kasalang naganap sa Crans-Montana sa pagitan ng dalawa dahil pitong araw lang silang nawala at kasama na roon ang oras ng mga biyahe nila, huh! Nang maka-chat namin kahapon ang nanay ni Rambo, si Ms. Marilen Nuñez, ikinuwento na, “We were just in Crans-Montana. I brought them for the Omega European Masters. Then we went to Geneva for a day before flying back to Manila.” Kasama rin sa trip na yon sina Sofia Andres at Joshua Garcia.","Naku, Ateng Salve, huwag kang magduda na baka may lihim na kasalang naganap sa Crans-Montana sa pagitan ng dalawa dahil pitong araw lang silang nawala at kasama na roon ang oras ng mga biyahe nila, huh! Nang maka-chat namin kahapon ang nanay ni Rambo, si Ms. Marilen Nuñez, ikinuwento na, “We were just in Crans-Montana. I brought them for the Omega European Masters. Then we went to Geneva for a day before flying back to Manila.” Kasama rin sa trip na yon sina Sofia Andres at Joshua Garcia.",multiple_change_punc_emark,Correct
1211,Mabuti na lang isang hardworking Mayor Joy Belmonte meron ang Quezon City.,Mabuti na lang isang hardworking Mayor Joy Belmonte meron ang Quezon City.,delete,Correct
7032,"Well, makakahinga na sila ng maluwag. Matagumpay ang teleserye at talaga tinutukan nang mag-global premiere noong Nov. 15.","Well, makakahinga na sila ng maluwag. Matagumpay ang teleserye at talaga tinutukan nang mag-global premiere noong Nov. 15.",multiple_capital,Correct
19995,Patuloy naman ang imbestigasyon ng pulisya sa dahilan nang pagpapatiwakal habang sinisiguro na walang naganap na ‘foul play’ ukol dito.,Patuloy naman ang imbestigasyon ng pulisya sa dahilan nang pagpapatiwakal habang sinisiguro na walang naganap na ‘foul play’ ukol dito.,replace_ng,Correct
16872,"Kasi tumama sa ring ito eh, pag-lay up ko, biro paliwanag ni Jose.","Kasi tumama sa ring ito eh, pag-lay up ko, biro paliwanag ni Jose.",transform_insert_hyphen,Correct
15370,"Sinabi ni Nograles na simula sa Pebrero 16, tanging mga dayuhang kumpleto sa bakuna ang papayagan lamang na makapasok sa Pilipinas.","Sinabi ni Nograles na simula sa Pebrero 16, tanging mga dayuhang kumpleto sa bakuna ang papayagan lamang na makapasok sa Pilipinas.",transform_verb_compobj,Correct
10582,Nahihiya naman daw siyang sumagot sa isyung hinaharap ng naturang noontime show dahil bago pa lang daw siya.,Nahihiya naman daw siyang sumagot sa isyung hinaharap ng naturang noontime show dahil bago pa lang daw siya.,transform_verb_incobj,Correct
4634,"Nag-away kaming mag-asawa kasi yung mga kamag-anak niya, napasali namin.","Nag-away kaming mag-asawa kasi yung mga kamag-anak niya, napasali namin.",change_punc_period,Correct
10918,"Ang direktiba ay ipinalabas ni Azurin kaugnay ng paggunita sa ika-54 taong anibersaryo ng Communist Party of the Philippines (CPP) bukas, Disyembre 26 kung saan karaniwan ng nagsasagawa ng mga pananabotahe at pag-atake ang NPA rebels, ang armed wing ng CPP-National Democratic Front.","Ang direktiba ay ipinalabas ni Azurin kaugnay ng paggunita sa ika-54 taong anibersaryo ng Communist Party of the Philippines (CPP) bukas, Disyembre 26 kung saan karaniwan ng nagsasagawa ng mga pananabotahe at pag-atake ang NPA rebels, ang armed wing ng CPP-National Democratic Front.",transform_insert_hyphen,Correct
8694,"Mahal tayo ng Diyos KAHIT NA paulit-ulit tayong nagkakasala, mahal tayo ng ating Panginoon KAHIT PA tayo ay masama at makasalanan.","Mahal tayo ng Diyos KAHIT NA paulit-ulit tayong nagkakasala, mahal tayo ng ating Panginoon KAHIT PA tayo ay masama at makasalanan.",merge_hyphen,Correct
17784,Ngayon ay mayroon ng dalawang anak ang aktres.,Ngayon ay mayroon ng dalawang anak ang aktres.,transform_case_lower,Correct
21082,"Kasunod nito, tinest drive rin nila ni Ion ang kotse at sabi nga ng TV host-comedian, mukhang naka-jackpot ang asawa sa nabili nitong bagong laruan.","Kasunod nito, tinest drive rin nila ni Ion ang kotse at sabi nga ng TV host-comedian, mukhang naka-jackpot ang asawa sa nabili nitong bagong laruan.",replace_nila,Correct
12023,"Pero sa kabila nito, hindi raw ititigil ni Humprey ang kaniyang ginagawang maliit na paraan ng pagtulong.","Pero sa kabila nito, hindi raw ititigil ni Humprey ang kaniyang ginagawang maliit na paraan ng pagtulong.",replace_raw,Correct
17181,"Kung P190 ang pick-up nila, i-subsidize ng P30, so P160. Yon naman ang hinihingi nila eh. Sa tingin namin ang retail is kayang lalabas ng P330 ganon, P320. Yan ang nakikita naming presyo na reasonable na di naman sila malugi, ayon pa kay So.","Kung P190 ang pick-up nila, i-subsidize ng P30, so P160. Yon naman ang hinihingi nila eh. Sa tingin namin ang retail is kayang lalabas ng P330 ganon, P320. Yan ang nakikita naming presyo na reasonable na di naman sila malugi, ayon pa kay So.",multiple_capital,Correct
13913,Umaasa naman ang senador na hindi na mauudlot ang pagdating ng bakuna ngayong araw.,Umaasa naman ang senador na hindi na mauudlot ang pagdating ng bakuna ngayong araw.,merge_space,Correct
12506,"Kasunod nang patuloy na pagdami ng mga naitatalang bagong kaso ng COVID-19 sa Metro Manila, mahigpit na ring ipinagbawal ni San Juan City Mayor Francis Zamora ang pagdaraos ng mga aktibidad para sa Pista ng Itim na Nazareno sa lungsod.","Kasunod nang patuloy na pagdami ng mga naitatalang bagong kaso ng COVID-19 sa Metro Manila, mahigpit na ring ipinagbawal ni San Juan City Mayor Francis Zamora ang pagdaraos ng mga aktibidad para sa Pista ng Itim na Nazareno sa lungsod.",append_t1,Correct
17839,Pero nang bumalik siya sa Pilipinas ay napansin na raw ng kaniyang ama na may pagbabago na kaniyang pag-uugali.,Pero nang bumalik siya sa Pilipinas ay napansin na raw ng kaniyang ama na may pagbabago na kaniyang pag-uugali.,replace_nang,Correct
10616,Sumuko ang suspek pero itinanggi niyang inabuso niya ang kaniyang pamangkin na menor de edad pa nang maganap ang umanoy krimen.,Sumuko ang suspek pero itinanggi niyang inabuso niya ang kaniyang pamangkin na menor de edad pa nang maganap ang umanoy krimen.,transform_verb_compobj,Correct
14993,Dumating na kahapon sa Pilpinas ang mahigit dalawang milyong doses ng AstraZeneca COVID-19 vaccine mula sa COVAX facility ng World Health Organization.,Dumating na kahapon sa Pilpinas ang mahigit dalawang milyong doses ng AstraZeneca COVID-19 vaccine mula sa COVAX facility ng World Health Organization.,transform_verb_compact,Correct
2670,"May sarili siyang mundo. Dahil hindi siya makapasok sa mundo ng lovey dudz niya, e, bumabawi na lang siya sa ibang paraan! Di ba naman, effective ang kadramahan niya?","May sarili siyang mundo. Dahil hindi siya makapasok sa mundo ng lovey dudz niya, e, bumabawi na lang siya sa ibang paraan! Di ba naman, effective ang kadramahan niya?",multiple_add_punc_emark,Correct
20101,"Ang lakas! Ang tagal pa. Sway to the max. Nagbabaan kami. Buti na lang, 2 floors ang Fort Ilocandia.","Ang lakas! Ang tagal pa. Sway to the max. Nagbabaan kami. Buti na lang, 2 floors ang Fort Ilocandia.",multiple_add_punc_emark,Correct
11125,"Meron lang isa o dalawang pagkakaiba pero maganda itong version ng Senate, maganda rin naman sa House kaya lang meron sila roon sore thumb, bakit nakapasok pensiyon ng AFP? pahayag ni Sotto.","Meron lang isa o dalawang pagkakaiba pero maganda itong version ng Senate, maganda rin naman sa House kaya lang meron sila roon sore thumb, bakit nakapasok pensiyon ng AFP? pahayag ni Sotto.",multiple_change_punc_qmark,Correct
19164,"Nakita ang duguang bangkay ng biktimang si Queen Leanne Daguinsin, na tadtad ng saksak sa kaniyang dorm sa Barangay Santa Fe.","Nakita ang duguang bangkay ng biktimang si Queen Leanne Daguinsin, na tadtad ng saksak sa kaniyang dorm sa Barangay Santa Fe.",transform_split_space,Correct
21663,Inupakan din ng samahan ang ilang mambabatas na umanoy kamping-kampi at awang-awa sa mga Tsinong nalululong umano sa sugal dahil sa POGO. Naaawa sila sa mga Tsino ngunit hindi sila naaawa sa mga Pilipino at mga kabataang nabibiktima ng mga online text at gaming scams na kumakalat sa bansa.,Inupakan din ng samahan ang ilang mambabatas na umanoy kamping-kampi at awang-awa sa mga Tsinong nalululong umano sa sugal dahil sa POGO. Naaawa sila sa mga Tsino ngunit hindi sila naaawa sa mga Pilipino at mga kabataang nabibiktima ng mga online text at gaming scams na kumakalat sa bansa.,multiple_change_punc_period,Correct
10384,"Kung ang isang mahirap na pamilya ay walang aabutang murang kabaong, ibibigay ng funeral establishment ang mas mahal na kabaong pero ang presyo na babayaran ay hindi lalagpas sa P20,000.","Kung ang isang mahirap na pamilya ay walang aabutang murang kabaong, ibibigay ng funeral establishment ang mas mahal na kabaong pero ang presyo na babayaran ay hindi lalagpas sa P20,000.",transform_verb_contobj,Correct
10866,Huwag na silang magselos!,Huwag na silang magselos!,change_punc_emark,Correct
17828,Sa kanilang pagbiyahe sa East Coast sa mga tinanggap na trabaho ng piyanista naganap ang kanilang mga argumento.,Sa kanilang pagbiyahe sa East Coast sa mga tinanggap na trabaho ng piyanista naganap ang kanilang mga argumento.,replace_ng,Correct
23269,"Aniya, hindi madali na pagsabayin ang pag-aaral at pagtatrabaho dahil limitado lang oras na pinapayagan ang mga katulad niyang estudyante.","Aniya, hindi madali na pagsabayin ang pag-aaral at pagtatrabaho dahil limitado lang oras na pinapayagan ang mga katulad niyang estudyante.",merge_space,Correct
14220,Opo tao lang po kami!,Opo tao lang po kami!,change_punc_emark,Correct
818,Para sa aktor ay hindi naman daw nagkakalayo ang galawan sa trabaho ng telebisyon at teatro.,Para sa aktor ay hindi naman daw nagkakalayo ang galawan sa trabaho ng telebisyon at teatro.,append_t1,Correct
21335,"Ayon sa ulat, nagkayayaang maligo ang biktima at kanyang mga kaibigan sa dagat matapos na mag-deliver ng mga parcel na inorder sa kanila. Subalit habang nasa tubig ang biktima ay hinampas siya ng malakas na alon at tinangay patungo sa malalim na parte ng dagat.","Ayon sa ulat, nagkayayaang maligo ang biktima at kanyang mga kaibigan sa dagat matapos na mag-deliver ng mga parcel na inorder sa kanila. Subalit habang nasa tubig ang biktima ay hinampas siya ng malakas na alon at tinangay patungo sa malalim na parte ng dagat.",multiple_add_punc_period,Correct
2039,"Patuloy na nagbibigay-pugay ang Sagip Pelikula Festival sa karera ni Maricel sa pagpapalabas pa ng iba pang mga pelikula niya na digitally restored tulad ng Mila, Ikaw Pa Lang ang Minahal, John & Marsha 85 sa Probinsya, Separada, Minsan Lang Kita Iibigin, at Inagaw Mo ang Lahat sa Akin na nag-start din kagabi sa KTX.","Patuloy na nagbibigay-pugay ang Sagip Pelikula Festival sa karera ni Maricel sa pagpapalabas pa ng iba pang mga pelikula niya na digitally restored tulad ng Mila, Ikaw Pa Lang ang Minahal, John & Marsha 85 sa Probinsya, Separada, Minsan Lang Kita Iibigin, at Inagaw Mo ang Lahat sa Akin na nag-start din kagabi sa KTX.",transform_insert_hyphen,Correct
932,Ang nasabing monthly allowance ay mula Disyembre 2020 hanggang Hunyo 30 at pinoproseso na umano ito para masiguro na magagamit agad ito sa katapusan ng buwan.,Ang nasabing monthly allowance ay mula Disyembre 2020 hanggang Hunyo 30 at pinoproseso na umano ito para masiguro na magagamit agad ito sa katapusan ng buwan.,transform_split_hyphen,Correct
8425,"Sinaklolohan din ng Shawarma Shack ang mga Bicolano pagkatapos na bayuhin ng Bagyong Rolly, Siony at Ulysses ang lalawigan. Dinayo ng Shawarma Shack team ang mga evacuation centers kung saan sila namahagi ng essentials goods.","Sinaklolohan din ng Shawarma Shack ang mga Bicolano pagkatapos na bayuhin ng Bagyong Rolly, Siony at Ulysses ang lalawigan. Dinayo ng Shawarma Shack team ang mga evacuation centers kung saan sila namahagi ng essentials goods.",multiple_capital,Correct
13351,"Pati yung pagod at saka yung pag-hire pa ng sasakyan, sir para makuha lang ang padala ng misis ko para sa mga bata, aniya.","Pati yung pagod at saka yung pag-hire pa ng sasakyan, sir para makuha lang ang padala ng misis ko para sa mga bata, aniya.",change_punc_period,Correct
11638,"Mas bonding na raw sila ngayon ng half-brother niyang si Alonzo. “Nakita ko naman pong lumaki si Alonzo, ang were really closed na magkapatid. Kasi malaki po ang age gap namin, pero kapag magkakasama kami, were really closed,” dagdag niyang pahayag.","Mas bonding na raw sila ngayon ng half-brother niyang si Alonzo. “Nakita ko naman pong lumaki si Alonzo, ang were really closed na magkapatid. Kasi malaki po ang age gap namin, pero kapag magkakasama kami, were really closed,” dagdag niyang pahayag.",multiple_capital,Correct
