Original Sentence,Gold Sentence,Correction,Correct or Incorrect
"Kung sila bay ang pinakamagaling sa kanilang field, oo magtatalaga ako ng kapamilya ko, sagot niya nang tanungin kung maglalagay niya ng kamag-anak sa Gabinete kung magwagi sa 2022.","Kung sila bay ang pinakamagaling sa kanilang field, oo magtatalaga ako ng kapamilya ko, sagot niya nang tanungin kung maglalagay siya ng kamag-anak sa Gabinete kung magwagi sa 2022.",replace_siya,Incorrect
"Mga kapatid, ano ang mapapala ng isang tao na kung sabihin man niyang siyay pananampalataya ngunit hindi naman niya ito pinatutunayan sa gawa","Mga kapatid, ano ang mapapala ng isang tao na kung sabihin man niyang siyay pananampalataya ngunit hindi naman niya ito pinatutunayan sa gawa?",add_punc_qmark,Incorrect
"Sabi ko, ito na ang pinaka- way para maipakita sa kaniya na hindi lang siya ang dapat gumagawa ng-paraan para sa family planning.","Sabi ko, ito na ang pinaka- way para maipakita sa kaniya na hindi lang siya ang dapat gumagawa ng paraan para sa family planning.",transform_split_hyphen,Incorrect
"Isa po yan sa effort natin, and siyempre, sino pa ba ang hindi susugal sa industriya natin kundi tayo lang, di ba","Isa po yan sa effort natin, and siyempre, sino pa ba ang hindi susugal sa industriya natin kundi tayo lang, di ba?",add_punc_qmark,Incorrect
"Base sa inisyal na ulat mula sa Police Regional Office 7, dakong alas-9:36 ng umaga nang makatanggap ng tinatawagan ang pulisya hinggil sa naganap na pamamaril sa bahay ng gobernador.","Base sa inisyal na ulat mula sa Police Regional Office 7, dakong alas-9:36 ng umaga nang makatanggap ng tawag ang pulisya hinggil sa naganap na pamamaril sa bahay ng gobernador.",transform_verb_base,Incorrect
"Ihihinto din ang indoor dining, ibig sabihin ay ang al fresco dining lamang ang papayagan, hinihimok ang iba na magpa-deliver at mag-take out na lamang.","Ihihinto rin ang indoor dining, ibig sabihin ay ang al fresco dining lamang ang papayagan, hinihimok ang iba na magpa-deliver at mag-take out na lamang.",replace_rin,Incorrect
"Talagang binago ang image, iba na siya ngayon.","Talagang binago ang image, dahil iba na siya ngayon.",append_t1,Incorrect
"Kabilang sa laman ng channel ang pagtuturo kung papaano dumiskarte sa babae, at naglalagay pa ng mga larawan ng mga batang babae","Kabilang sa laman ng channel ang pagtuturo kung papaano dumiskarte sa babae, at naglalagay pa ng mga larawan ng mga batang babae.",add_punc_period,Incorrect
"Kamakailan ay nagtapos na rin ang programa ng aktres sa telebisyon na Iba Yan “Nami-miss ko yung nagbubuo ka ng character at ‘yung mga katrabaho. Pero I think nasa okay na place ako ngayon. For the longest time kasi ang iniisip ko kumita ng pera. Breadwinner ka, so gano’n ang iniisip mo pero nakalimutan ko yung sarili ko. Ngayon natututo ako kung paano gumawa ng budget ulit. So siguro ako muna, aayusin ko muna yung sarili ko. Ayusin ko yung kasal ko. Mag-aaral ako magluto para hindi naman ako isauli ng asawa ko sa tatay ko,” natatawang pahayag ng aktres. Reports from JCC.","Kamakailan ay nagtapos na rin ang programa ng aktres sa telebisyon na Iba Yan. “Nami-miss ko yung nagbubuo ka ng character at ‘yung mga katrabaho. Pero I think nasa okay na place ako ngayon. For the longest time kasi ang iniisip ko kumita ng pera. Breadwinner ka, so gano’n ang iniisip mo pero nakalimutan ko yung sarili ko. Ngayon natututo ako kung paano gumawa ng budget ulit. So siguro ako muna, aayusin ko muna yung sarili ko. Ayusin ko yung kasal ko. Mag-aaral ako magluto para hindi naman ako isauli ng asawa ko sa tatay ko,” natatawang pahayag ng aktres. Reports from JCC.",multiple_add_punc_period,Incorrect
Napahanga ni Stead ng husto ang mga kaanak at kaibigan dahil sa kaniyang ginawa.,Napahanga ni Stead nang husto ang mga kaanak at kaibigan dahil sa kaniyang ginawa.,replace_nang,Incorrect
May mga sasakyan din sila na pangcamping talaga kaya naman madalas nilang ginagawa yon lalo na ngayon na hindi pa naman nagsisimula ang lock-in taping ni Richard para sa bago niyang series sa ABS-CBN.,May mga sasakyan din sila na pang-camping talaga kaya naman madalas nilang ginagawa yon lalo na ngayon na hindi pa naman nagsisimula ang lock-in taping ni Richard para sa bago niyang series sa ABS-CBN.,transform_insert_hyphen,Incorrect
Nasa rebuilding process ang UST matapos maglayasan ang ilang key players nito dahil sa kontrobersiyang kinasangkutan ng tropa noong nakaraang-taon sa Sorsogon bubble.,Nasa rebuilding process ang UST matapos maglayasan ang ilang key players nito dahil sa kontrobersiyang kinasangkutan ng tropa noong nakaraang taon sa Sorsogon bubble.,transform_split_hyphen,Incorrect
Kabilang sa sa apektado ang Malolos Ave.,Kabilang sa apektado ang Malolos Ave.,delete,Incorrect
Ayon SA ulat ni P/Lt.,Ayon sa ulat ni P/Lt.,transform_case_lower,Incorrect
"Nakanino nga kaya ang problema, nasa nanay ba o sa mga anak, bakit ganun ang sitwasyon","Nakanino nga kaya ang problema, nasa nanay ba o sa mga anak, bakit ganun ang sitwasyon?",add_punc_qmark,Incorrect
"Kung sakali, baka gawin raw niya ang Alyas Pogi, pero hindi muna niya ilalabas sa mga sinehan kung ganito pa rin ang sitwasyon natin.","Kung sakali, baka gawin daw niya ang Alyas Pogi, pero hindi muna niya ilalabas sa mga sinehan kung ganito pa rin ang sitwasyon natin.",replace_daw,Incorrect
"Una nang binanggit ng IATF na kabilang dito ang mga parke, beach, playgrounds, outdoor tourism areas, biking at hiking trails at iba pang PASYALAN na bukas ngunit ipinagbabawal pa rin ang pagpasok nila sa loob ng mga shopping malls.","Una nang binanggit ng IATF na kabilang dito ang mga parke, beach, playgrounds, outdoor tourism areas, biking at hiking trails at iba pang pasyalan na bukas ngunit ipinagbabawal pa rin ang pagpasok nila sa loob ng mga shopping malls.",transform_case_lower,Incorrect
Taglay ni Paeng ang lakas ng hangin na umaabot sa 65 km at bugso na umabot sa 80 km bawat oras.,Taglay ni Paeng ang lakas ng hangin na umaabot sa 65 km at bugso na aabot sa 80 km bawat oras.,transform_verb_contact,Incorrect
Hindi namin inakala na magiging champion kami dahil hihindi naging maganda ang preparasyon sa elimination.,Hindi namin inakala na magiging champion kami dahil hindi naging maganda ang preparasyon sa elimination.,transform_verb_base,Incorrect
"Ito na eh, nilalabas ko na po lahat ng pinaghirapan naming lahat, na naipon po yung pagod, hirap na ito, isang bugahan lang sa tinagal-tagal naming nag-training ng pasarela, ng Q&A, konting oras lang po namin ibibigay yun sa isang stage.","Ito na eh, ilalabas ko na po lahat ng pinaghirapan naming lahat, na naipon po yung pagod, hirap na ito, isang bugahan lang sa tinagal-tagal naming nag-training ng pasarela, ng Q&A, konting oras lang po namin ibibigay yun sa isang stage.",transform_verb_contobj,Incorrect
"Nagsanib pwersa ang mga tauhan ng Philippine Drug Enforcement Agency-12 at mga elemento ng pulisya buhat sa Police Regional Office-12 nitong Sabado at inaakyat ang nasabing lugar kung saan naaresto ang namamahala ng taniman na si Elmo Casuyon Lozada, 42.","Nagsanib pwersa ang mga tauhan ng Philippine Drug Enforcement Agency-12 at mga elemento ng pulisya buhat sa Police Regional Office-12 nitong Sabado at inakyat ang nasabing lugar kung saan naaresto ang namamahala ng taniman na si Elmo Casuyon Lozada, 42.",transform_verb_compobj,Incorrect
"Kaya pakiusap ni Willie sa televiewers: Kaya nga ho sinisimulan pa lang e. Sana ho, ipagdasal nyo kami. Sana ipagdasal nyo kami na maging successful to, at marami pang istasyon na maraming magawa. Marami kayong madinig na kabutihan di ba.","Kaya pakiusap ni Willie sa televiewers: Kaya nga ho sinisimulan pa lang e. Sana ho, ipagdasal nyo kami. Sana ipagdasal nyo kami na maging successful to, at marami pang istasyon na maraming magawa. Marami kayong madinig na kabutihan di ba?",multiple_change_punc_qmark,Incorrect
"Pero kung pakikinggan mo ang m ga usapan, panalo pa rin si Derrick.","Pero kung pakikinggan mo ang mga usapan, panalo pa rin si Derrick.",merge_space,Incorrect
Binawasan rin nito ang presyo ng kanilang auto LPG ng P2.35.,Binawasan din nito ang presyo ng kanilang auto LPG ng P2.35.,replace_din,Incorrect
"Chineck uli namin 'yung CCTV, sa aktwal na oras na 'yon nakakakita po namin sila na nakatambay po sa labas, wika ni Cyrus Villalon, Kagawad ng Bry.","Chineck uli namin 'yung CCTV, sa aktwal na oras na 'yon nakita po namin sila na nakatambay po sa labas, wika ni Cyrus Villalon, Kagawad ng Bry.",transform_verb_compobj,Incorrect
Sinabi ni Artes na palaging nagpapatupad ng full deployment at ang bilin sa mga mga traffic enforcers na unahin ang pag-aayos ng trapiko kaysa sa panghuhuli ng mga lumalabag sa batas trapiko.,Sinabi ni Artes na palaging nagpapatupad ng full deployment at ang bilin sa mga traffic enforcers na unahin ang pag-aayos ng trapiko kaysa sa panghuhuli ng mga lumalabag sa batas trapiko.,delete,Incorrect
TWO months na ang pamilya ni Sen. Manny sa Los Angeles bago pa pumunta ng Las Vegas.,Two months na ang pamilya ni Sen. Manny sa Los Angeles bago pa pumunta ng Las Vegas.,multiple_capital,Incorrect
"Maliban pa yan sa 82 bayan, lungsod at probinsya na nasa ilalim rin nito.","Maliban pa yan sa 82 bayan, lungsod at probinsya na nasa ilalim din nito.",replace_din,Incorrect
Sinasalubong namin si Zeinab sa aming pamilya at welcome na welcome welcome addition siya sa pagkalat namin ng mensahe ng pagmamahal ng Beautéderm sa kanyang 50 million fans online.,Sinasalubong namin si Zeinab sa aming pamilya at welcome na welcome addition siya sa pagkalat namin ng mensahe ng pagmamahal ng Beautéderm sa kanyang 50 million fans online.,delete,Incorrect
"Ayon kay Eleazar, kahit malayo pa ang halalan kailangan nilang maging one step ahead, gumagawa na sila ng hakbang para itong mga PAGs ay hindi mamamayagpag lalo na sa panahon ng kampanya.","Ayon kay Eleazar, kahit malayo pa ang halalan kailangan nilang maging one step ahead, gagawa na sila ng hakbang para itong mga PAGs ay hindi mamamayagpag lalo na sa panahon ng kampanya.",transform_verb_contact,Incorrect
"Sa parte ng DOH, inihayag nito na mas tututukan nila ang community interventions kaysa pagPolymerase Chain Reaction (PCR) test at gagamitin lamang ang testing para sa mga pasyenteng high risk, sa pamamahala ng mga apektadong komunidad, at sa pag-isolate at pagbabakuna sa mga mamamayan.","Sa parte ng DOH, inihayag nito na mas tututukan nila ang community interventions kaysa pag-Polymerase Chain Reaction (PCR) test at gagamitin lamang ang testing para sa mga pasyenteng high risk, sa pamamahala ng mga apektadong komunidad, at sa pag-isolate at pagbabakuna sa mga mamamayan.",transform_insert_hyphen,Incorrect
Sa tingin daw niya ay malaki ang magagawa NG pagiging MMA expert niya sa pagsali niya sa Mister Supranational 2021.,Sa tingin daw niya ay malaki ang magagawa ng pagiging MMA expert niya sa pagsali niya sa Mister Supranational 2021.,transform_case_lower,Incorrect
"Kahit na nagkaroon daw ng ilang paglabag sa social distancing ang ilang bumisita sa lugar, na kasasabi ni presidential spokesperson Harry Roque na nakakaigi sa mental health ng taumbayan, agad naman daw itong naagapan dahil sa pagpapatupad ng five minute rule.","Kahit na nagkaroon daw ng ilang paglabag sa social distancing ang ilang bumisita sa lugar, na sinasabi ni presidential spokesperson Harry Roque na nakakaigi sa mental health ng taumbayan, agad naman daw itong naagapan dahil sa pagpapatupad ng five minute rule.",transform_verb_incobj,Incorrect
"Operator naman ngtraktora ang isa pang labandero na si Ramrick Cloyd Puerte, na masaya rin na nakakasabayan ang kaniyang tropa sa paglalaba sa ilog dahil mayroong kasamang kantiyawan.","Operator naman ng traktora ang isa pang labandero na si Ramrick Cloyd Puerte, na masaya rin na nakakasabayan ang kaniyang tropa sa paglalaba sa ilog dahil mayroong kasamang kantiyawan.",transform_split_space,Incorrect
"Alam ko na maganda ang simula ng 2022. Kaya lagi ko rin talagang pinagpe-pray yan para na rin siyempre sa baby ko, mas inspired ako ngayon, chika ni Rodjun sa panayam ng GMA 7","Alam ko na maganda ang simula ng 2022. Kaya lagi ko rin talagang pinagpe-pray yan para na rin siyempre sa baby ko, mas inspired ako ngayon, chika ni Rodjun sa panayam ng GMA 7.",multiple_add_punc_period,Incorrect
Hindi ko alam ang sasabihin ko?,Hindi ko alam ang sasabihin ko!,change_punc_emark,Incorrect
"Maulit kaya ang malagim na trahedya sa mga ganitong uri ng palaro. Panoorin ang buong pagtalakay sa video na ito ng ""Kapuso Mo, Jessica Soho."" --FRJ, GMA News.","Maulit kaya ang malagim na trahedya sa mga ganitong uri ng palaro? Panoorin ang buong pagtalakay sa video na ito ng ""Kapuso Mo, Jessica Soho."" --FRJ, GMA News.",multiple_change_punc_qmark,Incorrect
Tinanong ni Tito Boy kung umaasa pa si Pokwang na magkabalikan nila ni Lee at mabuo ang kanilang pamilya.,Tinanong ni Tito Boy kung umaasa pa si Pokwang na magkabalikan sila ni Lee at mabuo ang kanilang pamilya.,replace_sila,Incorrect
Siyam nataon nang magkarelasyon sina Daniel at Kathryn.,Siyam na taon nang magkarelasyon sina Daniel at Kathryn.,transform_split_space,Incorrect
"Mag-log on para makakuha ng libreng voting credits, o bibili ng nasabing credits.","Mag-log on para makakuha ng libreng voting credits, o bumili ng nasabing credits.",transform_verb_compact,Incorrect
Naging sentro na naman ng pamba-bash sa social media ang veteran broadcast journalist na si Karen Davila matapos ang interview siya kay Sen.,Naging sentro na naman ng pamba-bash sa social media ang veteran broadcast journalist na si Karen Davila matapos ang interview niya kay Sen.,replace_niya,Incorrect
Pinost siya ang kanyang lara­wan suot ang puting uniporme at ang nakahighlight niyang pangalan sa listahan ng mga board passer.,Pinost niya ang kanyang lara­wan suot ang puting uniporme at ang nakahighlight niyang pangalan sa listahan ng mga board passer.,replace_niya,Incorrect
"Pero para sa isang doktor na kriti ko ng proseso, wala pang nadidiskubre sa ngayon na paraan para ma-revive ang mga naka-preserve na katawan, at wala pang katiyakan na magkakaroon nito sa hinaharap.","Pero para sa isang doktor na kritiko ng proseso, wala pang nadidiskubre sa ngayon na paraan para ma-revive ang mga naka-preserve na katawan, at wala pang katiyakan na magkakaroon nito sa hinaharap.",merge_space,Incorrect
"Samantala, na-check namin si Kelley Day na nasa Egypt pa, medyo okay na raw ang kalagayan niya roon dahil marami rin daw mga Pinoy roon na tumulong sa kanya","Samantala, na-check namin si Kelley Day na nasa Egypt pa, medyo okay na raw ang kalagayan niya roon dahil marami rin daw mga Pinoy roon na tumulong sa kanya.",add_punc_period,Incorrect
Dagdag pa ni Pimentel na kailangan din umanong mag-imbita ng statisticians at professors upang hingin ang kanilang opinyon sa naturang usapin dahil marami ang ipagtataka sa pagkapanalo ng may 433 katao.,Dagdag pa ni Pimentel na kailangan din umanong mag-imbita ng statisticians at professors upang hingin ang kanilang opinyon sa naturang usapin dahil marami ang nagtataka sa pagkapanalo ng may 433 katao.,transform_verb_incact,Incorrect
11659 kung saan pinayagan na ng kanyang gobyerno ang full foreign ownership sa ibang sektor ng pagnenegosyo sa bansa mula sa dating 40% lamang,11659 kung saan pinayagan na ng kanyang gobyerno ang full foreign ownership sa ibang sektor ng pagnenegosyo sa bansa mula sa dating 40% lamang.,add_punc_period,Incorrect
Sa katunayan may naka-ipit pa umano na bawang sa bata na palatandaan na ayaw din niya itong mapasama.,Sa katunayan may naka-ipit pa umano na bawang sa bata na palatandaan na ayaw rin niya itong mapasama.,replace_rin,Incorrect
Magagalit umano ang suspek dahil sa laging nakapustura ang ginang kaya pinagdudahan na may pinagpapagandahang ibang lalaki.,Nagagalit umano ang suspek dahil sa laging nakapustura ang ginang kaya pinagdudahan na may pinagpapagandahang ibang lalaki.,transform_verb_incact,Incorrect
"Dakong alas-8:24 ng gabi nang malaglag sa bitag ang suspek matapos tanggapin ang P200,000 demand niya nang makipagkita sa Coffee Tonya Cafe sa Guanzon St","Dakong alas-8:24 ng gabi nang malaglag sa bitag ang suspek matapos tanggapin ang P200,000 demand niya nang makipagkita sa Coffee Tonya Cafe sa Guanzon St.",add_punc_period,Incorrect
"Nai enjoy raw nila nang husto ang mga na-bake nitong tinapay, lalo na ang kanyang sikat na ube pandesal.","Nai-enjoy raw nila nang husto ang mga na-bake nitong tinapay, lalo na ang kanyang sikat na ube pandesal.",merge_hyphen,Incorrect
