Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions
Or apparently SABIHIN natin meron talagang sindikatong involved,Or apparently sabihin natin meron talagang sindikatong involved,Or apparently Binondo,[],"[{'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'KEEP_CCT_CCT'], 'distances': [5.800000000000001, 5.800000000000001]}, {'token': 'FW', 'suggestions': ['KEEP_FW_FW', 'KEEP_FW_FW', 'SUBSTITUTE_FW_NNP', 'SUBSTITUTE_FW_RBW_CCP'], 'distances': [5.800000000000001, 5.800000000000001, 5.800000000000001, 7.000000000000001]}, {'token': 'NNPA', 'suggestions': ['DELETE_NNPA', 'SUBSTITUTE_NNPA_VBTS', 'SUBSTITUTE_NNPA_RBW_CCP', 'SUBSTITUTE_NNPA_VBTS', 'SUBSTITUTE_NNPA_NNP'], 'distances': [5.800000000000001, 5.800000000000001, 5.800000000000001, 5.800000000000001, 7.000000000000001]}, {'token': 'PRP', 'suggestions': ['DELETE_PRP', 'DELETE_PRP', 'SUBSTITUTE_PRP_NNP', 'DELETE_PRP', 'SUBSTITUTE_PRP_FW'], 'distances': [5.800000000000001, 5.800000000000001, 5.800000000000001, 5.800000000000001, 7.000000000000001]}, {'token': 'VBH', 'suggestions': ['DELETE_VBH', 'DELETE_VBH', 'SUBSTITUTE_VBH_FW', 'DELETE_VBH', 'DELETE_VBH'], 'distances': [5.800000000000001, 5.800000000000001, 5.800000000000001, 5.800000000000001, 7.000000000000001]}, {'token': 'RBT_CCP', 'suggestions': ['DELETE_RBT_CCP', 'DELETE_RBT_CCP', 'DELETE_RBT_CCP', 'DELETE_RBT_CCP', 'DELETE_RBT_CCP'], 'distances': [5.800000000000001, 5.800000000000001, 5.800000000000001, 5.800000000000001, 7.000000000000001]}, {'token': 'VBTS_CCP', 'suggestions': ['DELETE_VBTS_CCP', 'DELETE_VBTS_CCP', 'DELETE_VBTS_CCP', 'DELETE_VBTS_CCP'], 'distances': [5.800000000000001, 5.800000000000001, 5.800000000000001, 7.000000000000001]}, {'token': 'FW', 'suggestions': ['DELETE_FW', 'DELETE_FW'], 'distances': [5.800000000000001, 7.000000000000001]}]"
Nabitawan ko ang aking a po,Nabitawan ko ang aking apo,Nabitawan ko ang aking a,[],"[{'token': 'VBTS', 'suggestions': ['KEEP_VBTS_VBTS', 'KEEP_VBTS_VBTS'], 'distances': [0, 1.2]}, {'token': 'PRS', 'suggestions': ['KEEP_PRS_PRS', 'KEEP_PRS_PRS', 'KEEP_PRS_PRS'], 'distances': [0, 1.2, 1.2]}, {'token': 'DTC', 'suggestions': ['KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC'], 'distances': [0, 1.2, 1.2]}, {'token': 'PRSP_CCP', 'suggestions': ['KEEP_PRSP_CCP_PRSP_CCP', 'KEEP_PRSP_CCP_PRSP_CCP', 'KEEP_PRSP_CCP_PRSP_CCP'], 'distances': [0, 1.2, 1.2]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC'], 'distances': [0, 1.2, 1.2]}, {'token': 'RBS', 'suggestions': ['DELETE_RBS', 'DELETE_RBS'], 'distances': [1.2, 1.2]}]"
Sangayon kongresista siya sa Maynila pero hindi sa Sampaloc,Sa ngayon kongresista siya sa Maynila pero hindi sa Sampaloc,na kongresista sa Maynila pero sa Sampaloc,[],"[{'token': 'RBW', 'suggestions': ['SUBSTITUTE_RBW_CCP', 'SUBSTITUTE_RBW_CCP'], 'distances': [3.4000000000000004, 4.6000000000000005]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC'], 'distances': [3.4000000000000004, 3.4000000000000004, 4.6000000000000005, 3.4000000000000004]}, {'token': 'PRS', 'suggestions': ['DELETE_PRS', 'DELETE_PRS', 'SUBSTITUTE_PRS_CCB', 'DELETE_PRS', 'DELETE_PRS', 'KEEP_PRS_PRS'], 'distances': [3.4000000000000004, 3.4000000000000004, 4.4, 4.6000000000000005, 3.4000000000000004, 4.6000000000000005]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'SUBSTITUTE_CCT_NNC', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT'], 'distances': [3.4000000000000004, 3.4000000000000004, 4.4, 4.4, 4.6000000000000005, 3.4000000000000004, 4.6000000000000005]}, {'token': 'NNP', 'suggestions': ['KEEP_NNP_NNP', 'KEEP_NNP_NNP', 'KEEP_NNP_NNP', 'KEEP_NNP_NNP', 'KEEP_NNP_NNP', 'KEEP_NNP_NNP', 'KEEP_NNP_NNP'], 'distances': [3.4000000000000004, 3.4000000000000004, 4.4, 4.4, 4.6000000000000005, 3.4000000000000004, 4.6000000000000005]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'SUBSTITUTE_CCT_NNP'], 'distances': [3.4000000000000004, 3.4000000000000004, 4.4, 4.4, 4.6000000000000005, 3.4000000000000004, 4.6000000000000005]}, {'token': 'RBF', 'suggestions': ['DELETE_RBF', 'DELETE_RBF', 'DELETE_RBF', 'DELETE_RBF', 'DELETE_RBF', 'DELETE_RBF'], 'distances': [3.4000000000000004, 4.4, 4.4, 4.6000000000000005, 3.4000000000000004, 4.6000000000000005]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'DELETE_CCT'], 'distances': [4.4, 4.4, 3.4000000000000004, 4.6000000000000005]}, {'token': 'NNP', 'suggestions': ['KEEP_NNP_NNP', 'DELETE_NNP'], 'distances': [4.4, 4.6000000000000005]}]"
Wala sa isip siya ang paglundag ng bakod,Wala sa isip niya ang paglundag ng bakod,,,
Kahihindi anya solusyon ang alisan ng pangkain ang tao,Hindi anya solusyon ang alisan ng pangkain ang tao,,,
Na lang niya or ,Na lang siya or ,nagi lang niya or,[],"[{'token': 'CCP', 'suggestions': ['SUBSTITUTE_CCP_VBTS'], 'distances': [2.2]}, {'token': 'RBI', 'suggestions': ['KEEP_RBI_RBI'], 'distances': [2.2]}, {'token': 'PRS', 'suggestions': ['KEEP_PRS_PRS'], 'distances': [2.2]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT'], 'distances': [2.2]}]"
Hindi ko po kaaalam kung anong gagawin ko,Hindi ko po alam kung anong gagawin ko,binali ko kapagdaka kelan ko,[],"[{'token': 'RBF', 'suggestions': ['SUBSTITUTE_RBF_VBTS', 'KEEP_RBF_RBF'], 'distances': [4.6000000000000005, 5.800000000000001]}, {'token': 'PRS', 'suggestions': ['KEEP_PRS_PRS', 'SUBSTITUTE_PRS_NNP', 'KEEP_PRS_PRS', 'SUBSTITUTE_PRS_NNC'], 'distances': [4.6000000000000005, 4.6000000000000005, 5.800000000000001, 5.800000000000001]}, {'token': 'RBS', 'suggestions': ['SUBSTITUTE_RBS_RBK', 'SUBSTITUTE_RBS_RBK', 'SUBSTITUTE_RBS_NNC', 'SUBSTITUTE_RBS_VBTF', 'SUBSTITUTE_RBS_RBK'], 'distances': [4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 5.800000000000001, 5.800000000000001]}, {'token': 'CCB', 'suggestions': ['SUBSTITUTE_CCB_RBQ', 'SUBSTITUTE_CCB_RBQ', 'DELETE_CCB', 'DELETE_CCB', 'SUBSTITUTE_CCB_RBQ'], 'distances': [4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 5.800000000000001, 5.800000000000001]}, {'token': 'RBK', 'suggestions': ['DELETE_RBK', 'SUBSTITUTE_RBK_VBTF', 'KEEP_RBK_RBK', 'DELETE_RBK', 'SUBSTITUTE_RBK_PRS'], 'distances': [4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 5.800000000000001, 5.800000000000001]}, {'token': 'RBQ_CCP', 'suggestions': ['DELETE_RBQ_CCP', 'DELETE_RBQ_CCP', 'SUBSTITUTE_RBQ_CCP_RBQ', 'DELETE_RBQ_CCP', 'DELETE_RBQ_CCP'], 'distances': [4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 5.800000000000001, 5.800000000000001]}, {'token': 'VBTF', 'suggestions': ['DELETE_VBTF', 'DELETE_VBTF', 'DELETE_VBTF', 'DELETE_VBTF'], 'distances': [4.6000000000000005, 4.6000000000000005, 5.800000000000001, 5.800000000000001]}, {'token': 'PRS', 'suggestions': ['KEEP_PRS_PRS', 'DELETE_PRS'], 'distances': [4.6000000000000005, 5.800000000000001]}]"
ANG sad part lang nagkalat ang bashers,Ang sad part lang nagkalat ang bashers,na sad part lang,[],"[{'token': 'NNPA', 'suggestions': ['SUBSTITUTE_NNPA_NNC_CCP', 'KEEP_NNPA_NNPA', 'SUBSTITUTE_NNPA_RBI'], 'distances': [3.4000000000000004, 3.4000000000000004, 3]}, {'token': 'FW', 'suggestions': ['KEEP_FW_FW', 'SUBSTITUTE_FW_RBF', 'KEEP_FW_FW', 'SUBSTITUTE_FW_RBI', 'SUBSTITUTE_FW_VBTS'], 'distances': [3.4000000000000004, 3.4000000000000004, 3.4000000000000004, 2, 3]}, {'token': 'FW', 'suggestions': ['KEEP_FW_FW', 'DELETE_FW', 'DELETE_FW', 'KEEP_FW_FW', 'SUBSTITUTE_FW_VBTS', 'SUBSTITUTE_FW_DTC'], 'distances': [3.4000000000000004, 3.4000000000000004, 1, 3.4000000000000004, 2, 3]}, {'token': 'RBI', 'suggestions': ['DELETE_RBI', 'KEEP_RBI_RBI', 'KEEP_RBI_RBI', 'SUBSTITUTE_RBI_DTC', 'SUBSTITUTE_RBI_DTC', 'SUBSTITUTE_RBI_NNC'], 'distances': [3.4000000000000004, 3.4000000000000004, 1, 3.4000000000000004, 2, 3]}, {'token': 'VBTS', 'suggestions': ['DELETE_VBTS', 'KEEP_VBTS_VBTS', 'KEEP_VBTS_VBTS', 'DELETE_VBTS', 'SUBSTITUTE_VBTS_NNC', 'DELETE_VBTS'], 'distances': [3.4000000000000004, 3.4000000000000004, 1, 3.4000000000000004, 2, 3]}, {'token': 'DTC', 'suggestions': ['KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'DELETE_DTC', 'DELETE_DTC', 'DELETE_DTC'], 'distances': [3.4000000000000004, 1, 3.4000000000000004, 2, 3]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'DELETE_NNC', 'DELETE_NNC'], 'distances': [1, 2, 3]}]"
Professional siya hindi NIYA pinaghihintay ang mga katabaho niya,Professional siya hindi niya pinaghihintay ang mga katabaho niya,na si China ang mga,[],"[{'token': 'NNP', 'suggestions': ['SUBSTITUTE_NNP_CCP', 'KEEP_NNP_NNP'], 'distances': [5.6000000000000005, 3.5999999999999996]}, {'token': 'PRS', 'suggestions': ['SUBSTITUTE_PRS_DTP', 'SUBSTITUTE_PRS_CCB', 'SUBSTITUTE_PRS_NNPA', 'SUBSTITUTE_PRS_NNP'], 'distances': [5.6000000000000005, 4.6000000000000005, 3.5999999999999996, 3.2]}, {'token': 'RBF', 'suggestions': ['SUBSTITUTE_RBF_NNP', 'SUBSTITUTE_RBF_NNP', 'SUBSTITUTE_RBF_NNP', 'SUBSTITUTE_RBF_DTC', 'SUBSTITUTE_RBF_DTC', 'SUBSTITUTE_RBF_DTC'], 'distances': [5.6000000000000005, 4.6000000000000005, 2.2, 3.5999999999999996, 3.2, 3]}, {'token': 'NNPA', 'suggestions': ['SUBSTITUTE_NNPA_NNP', 'SUBSTITUTE_NNPA_DTC', 'SUBSTITUTE_NNPA_DTC', 'SUBSTITUTE_NNPA_DTC', 'SUBSTITUTE_NNPA_DTCP', 'SUBSTITUTE_NNPA_DTCP', 'SUBSTITUTE_NNPA_DTCP'], 'distances': [5.6000000000000005, 4.6000000000000005, 2.2, 2, 3.5999999999999996, 3.2, 3]}, {'token': 'VBRF', 'suggestions': ['DELETE_VBRF', 'SUBSTITUTE_VBRF_DTCP', 'SUBSTITUTE_VBRF_DTCP', 'SUBSTITUTE_VBRF_DTCP', 'DELETE_VBRF', 'SUBSTITUTE_VBRF_NNC', 'SUBSTITUTE_VBRF_NNC'], 'distances': [5.6000000000000005, 4.6000000000000005, 2.2, 2, 3.5999999999999996, 3.2, 3]}, {'token': 'DTC', 'suggestions': ['KEEP_DTC_DTC', 'DELETE_DTC', 'SUBSTITUTE_DTC_NNC', 'SUBSTITUTE_DTC_NNC', 'DELETE_DTC', 'DELETE_DTC', 'SUBSTITUTE_DTC_PRS'], 'distances': [5.6000000000000005, 4.6000000000000005, 2.2, 2, 3.5999999999999996, 3.2, 3]}, {'token': 'DTCP', 'suggestions': ['DELETE_DTCP', 'DELETE_DTCP', 'SUBSTITUTE_DTCP_PRS', 'DELETE_DTCP', 'DELETE_DTCP', 'DELETE_DTCP'], 'distances': [4.6000000000000005, 2.2, 2, 3.5999999999999996, 3.2, 3]}, {'token': 'NNC', 'suggestions': ['DELETE_NNC', 'DELETE_NNC', 'DELETE_NNC', 'DELETE_NNC'], 'distances': [2.2, 2, 3.2, 3]}, {'token': 'PRS', 'suggestions': ['DELETE_PRS', 'DELETE_PRS'], 'distances': [2, 3]}]"
Narito ang sunudsunod na post siya sa FB HAGULGOL,Narito ang sunudsunod na post niya sa FB HAGULGOL,ay Narito ng na sunudsunod post sa La Abad,[],"[{'token': 'LM', 'suggestions': ['INSERT_LM'], 'distances': [0.8]}, {'token': 'VBTS', 'suggestions': ['KEEP_VBTS_VBTS', 'KEEP_VBTS_VBTS'], 'distances': [4.6000000000000005, 5.800000000000001]}, {'token': 'CCB', 'suggestions': ['INSERT_CCB'], 'distances': [0.8]}, {'token': 'DTC', 'suggestions': ['SUBSTITUTE_DTC_CCP', 'SUBSTITUTE_DTC_NNC', 'SUBSTITUTE_DTC_CCP', 'KEEP_DTC_DTC'], 'distances': [4.6000000000000005, 4.6000000000000005, 5.800000000000001, 3.5999999999999996]}, {'token': 'FW', 'suggestions': ['KEEP_FW_FW', 'DELETE_FW', 'KEEP_FW_FW', 'KEEP_FW_FW', 'KEEP_FW_FW', 'KEEP_FW_FW'], 'distances': [4.6000000000000005, 4.6000000000000005, 3.4000000000000004, 5.800000000000001, 3.5999999999999996, 4.6000000000000005]}, {'token': 'CCP', 'suggestions': ['DELETE_CCP', 'KEEP_CCP_CCP', 'DELETE_CCP', 'SUBSTITUTE_CCP_NNC_CCP', 'DELETE_CCP', 'SUBSTITUTE_CCP_CCT', 'DELETE_CCP'], 'distances': [4.6000000000000005, 4.6000000000000005, 3.4000000000000004, 3.4000000000000004, 5.800000000000001, 3.5999999999999996, 4.6000000000000005]}, {'token': 'FW', 'suggestions': ['DELETE_FW', 'KEEP_FW_FW', 'KEEP_FW_FW', 'KEEP_FW_FW', 'DELETE_FW', 'SUBSTITUTE_FW_NNP', 'KEEP_FW_FW'], 'distances': [4.6000000000000005, 4.6000000000000005, 3.4000000000000004, 3.4000000000000004, 5.800000000000001, 3.5999999999999996, 4.6000000000000005]}, {'token': 'PRS', 'suggestions': ['DELETE_PRS', 'DELETE_PRS', 'DELETE_PRS', 'DELETE_PRS', 'DELETE_PRS', 'DELETE_PRS', 'DELETE_PRS'], 'distances': [4.6000000000000005, 4.6000000000000005, 3.4000000000000004, 3.4000000000000004, 5.800000000000001, 3.5999999999999996, 4.6000000000000005]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'DELETE_CCT', 'DELETE_CCT', 'KEEP_CCT_CCT'], 'distances': [4.6000000000000005, 3.4000000000000004, 3.4000000000000004, 5.800000000000001, 3.5999999999999996, 4.6000000000000005]}, {'token': 'NNPA', 'suggestions': ['SUBSTITUTE_NNPA_NNP', 'SUBSTITUTE_NNPA_NNP', 'DELETE_NNPA', 'SUBSTITUTE_NNPA_NNP'], 'distances': [3.4000000000000004, 3.4000000000000004, 3.5999999999999996, 4.6000000000000005]}, {'token': 'NNPA', 'suggestions': ['SUBSTITUTE_NNPA_NNP', 'DELETE_NNPA'], 'distances': [3.4000000000000004, 4.6000000000000005]}]"
Nasa bansa si Qin para sa  araw naofficial visit,Nasa bansa si Qin para sa  araw na official visit,bansa si Qin para araw,[],"[{'token': 'RBL', 'suggestions': ['DELETE_RBL', 'DELETE_RBL'], 'distances': [1, 2.2]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC'], 'distances': [1, 1.2, 2.2, 2.4]}, {'token': 'DTP', 'suggestions': ['KEEP_DTP_DTP', 'KEEP_DTP_DTP', 'KEEP_DTP_DTP', 'KEEP_DTP_DTP', 'KEEP_DTP_DTP', 'KEEP_DTP_DTP'], 'distances': [1, 1.2, 2.4, 2.2, 2.4, 3.5999999999999996]}, {'token': 'NNP', 'suggestions': ['KEEP_NNP_NNP', 'KEEP_NNP_NNP', 'KEEP_NNP_NNP', 'KEEP_NNP_NNP', 'KEEP_NNP_NNP', 'KEEP_NNP_NNP', 'KEEP_NNP_NNP'], 'distances': [1, 1.2, 2.4, 3.4000000000000004, 2.2, 2.4, 3.5999999999999996]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT'], 'distances': [1, 1.2, 2.4, 3.4000000000000004, 2.2, 2.4, 3.5999999999999996]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'DELETE_CCT', 'DELETE_CCT', 'KEEP_CCT_CCT', 'DELETE_CCT', 'DELETE_CCT', 'DELETE_CCT'], 'distances': [1, 1.2, 2.4, 3.4000000000000004, 2.2, 2.4, 3.5999999999999996]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC'], 'distances': [1.2, 2.4, 3.4000000000000004, 2.2, 2.4, 3.5999999999999996]}, {'token': 'VBTR', 'suggestions': ['DELETE_VBTR', 'DELETE_VBTR', 'DELETE_VBTR', 'DELETE_VBTR'], 'distances': [2.4, 3.4000000000000004, 2.4, 3.5999999999999996]}, {'token': 'NNC', 'suggestions': ['DELETE_NNC', 'DELETE_NNC'], 'distances': [3.4000000000000004, 3.5999999999999996]}]"
Ano kaya ang naibigay niyang tulong,Ano kaya ang naibigay niyang tulong,ang nakaya na,[],"[{'token': 'PRQ', 'suggestions': ['SUBSTITUTE_PRQ_DTC', 'SUBSTITUTE_PRQ_VBTS'], 'distances': [2, 3]}, {'token': 'CCR', 'suggestions': ['SUBSTITUTE_CCR_VBTS', 'SUBSTITUTE_CCR_VBTS', 'SUBSTITUTE_CCR_PRS_CCP'], 'distances': [2, 2, 3]}, {'token': 'DTC', 'suggestions': ['SUBSTITUTE_DTC_PRS_CCP', 'SUBSTITUTE_DTC_PRS_CCP', 'SUBSTITUTE_DTC_NNC'], 'distances': [2, 2, 3]}, {'token': 'VBTS', 'suggestions': ['DELETE_VBTS', 'SUBSTITUTE_VBTS_NNC', 'DELETE_VBTS'], 'distances': [2, 2, 3]}, {'token': 'PRS_CCP', 'suggestions': ['DELETE_PRS_CCP', 'DELETE_PRS_CCP', 'DELETE_PRS_CCP'], 'distances': [2, 2, 3]}, {'token': 'NNC', 'suggestions': ['DELETE_NNC', 'DELETE_NNC'], 'distances': [2, 3]}]"
hindi raw dapat nagmamadali pagdating sa pagibig o pagmamahal,Hindi raw dapat nagmamadali pagdating sa pagibig o pagmamahal,hindi raw nagmamadali sa pag,[],"[{'token': 'RBF', 'suggestions': ['KEEP_RBF_RBF', 'KEEP_RBF_RBF'], 'distances': [2.4, 3.5999999999999996]}, {'token': 'RBI', 'suggestions': ['KEEP_RBI_RBI', 'SUBSTITUTE_RBI_LM', 'KEEP_RBI_RBI', 'SUBSTITUTE_RBI_VBW'], 'distances': [2.4, 4.6000000000000005, 3.5999999999999996, 3]}, {'token': 'VBS', 'suggestions': ['DELETE_VBS', 'DELETE_VBS', 'SUBSTITUTE_VBS_VBW', 'DELETE_VBS', 'SUBSTITUTE_VBS_CCT', 'SUBSTITUTE_VBS_VBW'], 'distances': [2.4, 4.6000000000000005, 2, 3.5999999999999996, 3, 3.2]}, {'token': 'VBTS', 'suggestions': ['KEEP_VBTS_VBTS', 'KEEP_VBTS_VBTS', 'SUBSTITUTE_VBTS_CCT', 'DELETE_VBTS', 'KEEP_VBTS_VBTS', 'SUBSTITUTE_VBTS_CCR', 'SUBSTITUTE_VBTS_CCT', 'DELETE_VBTS'], 'distances': [2.4, 4.6000000000000005, 2, 2.2, 3.5999999999999996, 3, 3.2, 3.4000000000000004]}, {'token': 'VBW', 'suggestions': ['DELETE_VBW', 'DELETE_VBW', 'SUBSTITUTE_VBW_CCR', 'KEEP_VBW_VBW', 'KEEP_VBW_VBW', 'DELETE_VBW', 'SUBSTITUTE_VBW_PMS', 'SUBSTITUTE_VBW_CCR', 'KEEP_VBW_VBW', 'SUBSTITUTE_VBW_PMS'], 'distances': [2.4, 4.6000000000000005, 2, 2.2, 2.4, 3.5999999999999996, 3, 3.2, 3.4000000000000004, 3]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'SUBSTITUTE_CCT_PMS', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'SUBSTITUTE_CCT_PMS', 'KEEP_CCT_CCT', 'DELETE_CCT', 'SUBSTITUTE_CCT_PMS', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT'], 'distances': [2.4, 4.6000000000000005, 2, 2.2, 2.4, 2, 3.5999999999999996, 3, 3.2, 3.4000000000000004, 3]}, {'token': 'CCR', 'suggestions': ['KEEP_CCR_CCR', 'DELETE_CCR', 'KEEP_CCR_CCR', 'KEEP_CCR_CCR', 'SUBSTITUTE_CCR_VBS', 'DELETE_CCR', 'DELETE_CCR', 'DELETE_CCR', 'KEEP_CCR_CCR', 'SUBSTITUTE_CCR_NNC'], 'distances': [4.6000000000000005, 2, 2.2, 2.4, 2, 3.5999999999999996, 3, 3.2, 3.4000000000000004, 3]}, {'token': 'PMS', 'suggestions': ['DELETE_PMS', 'KEEP_PMS_PMS', 'KEEP_PMS_PMS', 'SUBSTITUTE_PMS_CCT', 'DELETE_PMS', 'DELETE_PMS', 'KEEP_PMS_PMS', 'DELETE_PMS'], 'distances': [2, 2.2, 2.4, 2, 3, 3.2, 3.4000000000000004, 3]}, {'token': 'VBS', 'suggestions': ['DELETE_VBS', 'DELETE_VBS', 'SUBSTITUTE_VBS_NNC', 'DELETE_VBS', 'DELETE_VBS', 'DELETE_VBS'], 'distances': [2.2, 2.4, 2, 3.2, 3.4000000000000004, 3]}, {'token': 'CCT', 'suggestions': ['DELETE_CCT', 'DELETE_CCT', 'DELETE_CCT', 'DELETE_CCT'], 'distances': [2.4, 2, 3.4000000000000004, 3]}, {'token': 'NNC', 'suggestions': ['DELETE_NNC', 'DELETE_NNC'], 'distances': [2, 3]}]"
Hindi naman ito available sa lahat lahat ng ospital,Hindi naman ito available sa lahat ng ospital,,,
“nakangiti pero pinipigilan lang lang umiyak,“Nakangiti pero pinipigilan lang umiyak,na nakangiti ay pero pinipigilan lang,[],"[{'token': 'CCP', 'suggestions': ['INSERT_CCP'], 'distances': [0.8]}, {'token': 'VBTS', 'suggestions': ['KEEP_VBTS_VBTS', 'KEEP_VBTS_VBTS', 'KEEP_VBTS_VBTS'], 'distances': [3.4000000000000004, 4.6000000000000005, 5.800000000000001]}, {'token': 'LM', 'suggestions': ['INSERT_LM'], 'distances': [0.8]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'SUBSTITUTE_CCT_NNC', 'KEEP_CCT_CCT', 'SUBSTITUTE_CCT_NNC', 'KEEP_CCT_CCT'], 'distances': [3.4000000000000004, 4.4, 4.6000000000000005, 5.6000000000000005, 5.800000000000001]}, {'token': 'VBTR', 'suggestions': ['KEEP_VBTR_VBTR', 'KEEP_VBTR_VBTR', 'SUBSTITUTE_VBTR_NNC', 'KEEP_VBTR_VBTR', 'KEEP_VBTR_VBTR', 'KEEP_VBTR_VBTR'], 'distances': [3.4000000000000004, 4.4, 4.4, 4.6000000000000005, 5.6000000000000005, 5.800000000000001]}, {'token': 'RBI', 'suggestions': ['DELETE_RBI', 'KEEP_RBI_RBI', 'SUBSTITUTE_RBI_LM', 'DELETE_RBI', 'KEEP_RBI_RBI', 'DELETE_RBI'], 'distances': [3.4000000000000004, 4.4, 4.4, 4.6000000000000005, 5.6000000000000005, 5.800000000000001]}, {'token': 'PMS', 'suggestions': ['DELETE_PMS', 'DELETE_PMS', 'SUBSTITUTE_PMS_VBTR', 'DELETE_PMS', 'DELETE_PMS', 'DELETE_PMS'], 'distances': [3.4000000000000004, 4.4, 4.4, 4.6000000000000005, 5.6000000000000005, 5.800000000000001]}, {'token': 'RBI', 'suggestions': ['KEEP_RBI_RBI', 'KEEP_RBI_RBI', 'DELETE_RBI', 'KEEP_RBI_RBI', 'DELETE_RBI'], 'distances': [4.4, 4.4, 4.6000000000000005, 5.6000000000000005, 5.800000000000001]}, {'token': 'VBAF', 'suggestions': ['SUBSTITUTE_VBAF_RBI', 'DELETE_VBAF', 'DELETE_VBAF'], 'distances': [4.4, 5.6000000000000005, 5.800000000000001]}]"
